,index,cluster,silhouette,name
246,433,1,0.26682265605797456,"['pulmonary embolism', 'hypertension', 'respiratory syncytial virus infectious disease']"
247,92,1,0.2661180163831027,"['chronic venous insufficiency', 'respiratory syncytial virus infectious disease']"
248,197,1,0.26564151442724004,"['diabetes mellitus', 'liver disease', 'lung disease', 'respiratory syncytial virus infectious disease']"
249,191,1,0.26557181580786643,"[""Parkinson's disease""]"
250,308,1,0.2644853065816293,['testicular cancer']
251,454,1,0.26324972120610124,"['bladder benign neoplasm', 'immune system disease', 'obesity', 'respiratory syncytial virus infectious disease']"
252,450,1,0.2623212650667435,"['diabetes mellitus', 'obsolete impaired renal function disease', 'lung disease', 'obesity', 'respiratory syncytial virus infectious disease', 'hypothyroidism', 'asthma']"
253,369,1,0.2616554137395066,"['gastritis', 'hypertension', 'respiratory syncytial virus infectious disease']"
254,123,1,0.2611034941104986,"['Down syndrome', 'hypertension']"
255,383,1,0.25968867597302936,"['diabetes mellitus', 'hypertension', 'obesity', 'respiratory syncytial virus infectious disease', 'congestive heart failure']"
256,319,1,0.2583985784516662,"['lung disease', 'alcohol use disorder', 'respiratory syncytial virus infectious disease', 'congestive heart failure', 'nicotine dependence']"
257,122,1,0.2572484914805403,['squamous cell carcinoma']
258,114,1,0.2558420403882292,"['diabetes mellitus', 'immune system disease']"
259,71,1,0.25523393546911527,"['diabetes mellitus', 'respiratory syncytial virus infectious disease', ""Alzheimer's disease""]"
260,136,1,0.2550939923131626,"['diabetes mellitus', 'transient cerebral ischemia', 'respiratory syncytial virus infectious disease']"
261,336,1,0.2546804535706091,"['osteoarthritis', 'respiratory syncytial virus infectious disease', 'hypothyroidism']"
262,254,1,0.2544130075775061,['generalized anxiety disorder']
263,358,1,0.2522775803791292,"['rhinitis', 'sinusitis']"
264,404,1,0.25215668290280535,['acute pancreatitis']
265,121,1,0.25215649546039515,"['fibromyalgia', 'respiratory syncytial virus infectious disease']"
266,309,1,0.25127140707782386,"['obsolete impaired renal function disease', 'hematopoietic system disease', 'myelodysplastic syndrome', 'hypothyroidism']"
267,120,1,0.25059682913847525,"['vascular myelopathy', 'respiratory syncytial virus infectious disease']"
268,263,1,0.25008860230766905,"['diabetes mellitus', 'obsolete impaired renal function disease', 'lung cancer', 'immune system disease', 'respiratory syncytial virus infectious disease', 'hypothyroidism']"
269,214,1,0.2497318489422555,"['respiratory syncytial virus infectious disease', 'auditory system disease']"
270,146,1,0.24956079197396874,"['fibromyalgia', 'hematopoietic system disease', 'nephritis']"
271,152,1,0.24895086008779568,"['uterine cancer', 'immune system disease', 'obesity', 'respiratory syncytial virus infectious disease']"
272,190,1,0.2466796770532878,"['Budd-Chiari syndrome', 'respiratory syncytial virus infectious disease']"
273,431,1,0.2466796770532878,"['brain disease', 'obsolete impaired renal function disease', 'respiratory syncytial virus infectious disease']"
274,444,1,0.24598513130791283,"['lung disease', 'pulmonary emphysema', 'respiratory syncytial virus infectious disease']"
275,178,1,0.23834538701607333,"['multiple myeloma', 'respiratory syncytial virus infectious disease']"
276,335,1,0.23172590196417728,"['diabetes mellitus', 'oropharynx cancer', 'respiratory syncytial virus infectious disease']"
277,443,1,0.23090670150206366,"['lung disease', 'respiratory syncytial virus infectious disease', 'deficiency anemia']"
278,429,1,0.22835610062418166,"['hypertension', 'respiratory syncytial virus infectious disease', 'cancer']"
